Key,EstGrp,Size,SchRtg,Unit,FldMhu
BEV-4:S80,BEV,4.0,S80,EA,0.22
BEV-4:S120,BEV,4.0,S120,EA,0.3
BEV-4:S160,BEV,4.0,S160,EA,0.32
BEV-4:XXS,BEV,4.0,XXS,EA,0.406
BEV-4:.750" WT,BEV,4.0,.750" WT,EA,0.492
BEV-4:1.00" WT,BEV,4.0,1.00" WT,EA,0.578
BEV-5:S5,BEV,5.0,S5,EA,0.18
BEV-5:S10,BEV,5.0,S10,EA,0.19
BEV-5:STD,BEV,5.0,STD,EA,0.2
BEV-5:XS,BEV,5.0,XS,EA,0.28
BEV-5:S30,BEV,5.0,S30,EA,0.2
BEV-5:S40,BEV,5.0,S40,EA,0.2
BEV-5:S80,BEV,5.0,S80,EA,0.28
BEV-5:S120,BEV,5.0,S120,EA,0.35
BEV-5:S160,BEV,5.0,S160,EA,0.39
BEV-5:XXS,BEV,5.0,XXS,EA,0.468
BEV-5:1.00" WT,BEV,5.0,1.00" WT,EA,0.546
BEV-6:S5,BEV,6.0,S5,EA,0.19
BEV-6:S10,BEV,6.0,S10,EA,0.19
BEV-6:STD,BEV,6.0,STD,EA,0.26
BEV-6:XS,BEV,6.0,XS,EA,0.35
BEV-6:S40,BEV,6.0,S40,EA,0.26
BEV-6:S80,BEV,6.0,S80,EA,0.35
BEV-6:S120,BEV,6.0,S120,EA,0.45
BEV-6:S160,BEV,6.0,S160,EA,0.49
BEV-6:XXS,BEV,6.0,XXS,EA,0.588
BEV-6:1.00" WT,BEV,6.0,1.00" WT,EA,0.686
BEV-8:S5,BEV,8.0,S5,EA,0.22
BEV-8:S10,BEV,8.0,S10,EA,0.22
BEV-8:S20,BEV,8.0,S20,EA,0.37
BEV-8:S30,BEV,8.0,S30,EA,0.37
BEV-8:STD,BEV,8.0,STD,EA,0.37
BEV-8:XS,BEV,8.0,XS,EA,0.51
BEV-8:S40,BEV,8.0,S40,EA,0.37
BEV-8:S60,BEV,8.0,S60,EA,0.46
BEV-8:S80,BEV,8.0,S80,EA,0.51
BEV-8:S100,BEV,8.0,S100,EA,0.6
BEV-8:S120,BEV,8.0,S120,EA,0.68
BEV-8:S140,BEV,8.0,S140,EA,0.75
BEV-8:XXS,BEV,8.0,XXS,EA,0.81
BEV-8:S160,BEV,8.0,S160,EA,0.842
BEV-8:1.00" WT,BEV,8.0,1.00" WT,EA,0.927
BEV-8:1.25" WT,BEV,8.0,1.25" WT,EA,1.158
BEV-8:1.5" WT,BEV,8.0,1.5" WT,EA,1.39
BEV-8:1.75" WT,BEV,8.0,1.75" WT,EA,1.626
BEV-8:2" WT,BEV,8.0,2" WT,EA,1.854
BEV-10:S5,BEV,10.0,S5,EA,0.31
BEV-10:S10,BEV,10.0,S10,EA,0.38
BEV-10:S20,BEV,10.0,S20,EA,0.51
BEV-10:S30,BEV,10.0,S30,EA,0.51
BEV-10:STD,BEV,10.0,STD,EA,0.51
BEV-10:XS,BEV,10.0,XS,EA,0.72
BEV-10:S40,BEV,10.0,S40,EA,0.51
BEV-10:S60,BEV,10.0,S60,EA,0.72
BEV-10:S80,BEV,10.0,S80,EA,0.78
BEV-10:S100,BEV,10.0,S100,EA,0.86
BEV-10:S120,BEV,10.0,S120,EA,0.95
BEV-10:S140,BEV,10.0,S140,EA,1.121
BEV-10:XXS,BEV,10.0,XXS,EA,1.121
BEV-10:S160,BEV,10.0,S160,EA,1.267
BEV-10:1.25" WT,BEV,10.0,1.25" WT,EA,1.406
BEV-10:1.5" WT,BEV,10.0,1.5" WT,EA,1.687
BEV-10:1.75" WT,BEV,10.0,1.75" WT,EA,1.974
BEV-10:2" WT,BEV,10.0,2" WT,EA,2.25
BEV-12:S5,BEV,12.0,S5,EA,0.53
BEV-12:S10,BEV,12.0,S10,EA,0.54
BEV-12:S20,BEV,12.0,S20,EA,0.55
BEV-12:S30,BEV,12.0,S30,EA,0.55
BEV-12:STD,BEV,12.0,STD,EA,0.55
BEV-12:XS,BEV,12.0,XS,EA,0.86
BEV-12:S40,BEV,12.0,S40,EA,0.68
BEV-12:S60,BEV,12.0,S60,EA,1.02
BEV-12:S80,BEV,12.0,S80,EA,1.08
BEV-12:S100,BEV,12.0,S100,EA,1.18
BEV-12:S120,BEV,12.0,S120,EA,1.392
BEV-12:S140,BEV,12.0,S140,EA,1.573
BEV-12:XXS,BEV,12.0,XXS,EA,1.392
BEV-12:S160,BEV,12.0,S160,EA,1.824
BEV-12:1.5" WT,BEV,12.0,1.5" WT,EA,2.079
BEV-12:1.75" WT,BEV,12.0,1.75" WT,EA,2.432
BEV-12:2" WT,BEV,12.0,2" WT,EA,2.773
BEV-14:S5,BEV,14.0,S5,EA,0.48
BEV-14:S10,BEV,14.0,S10,EA,0.48
BEV-14:S20,BEV,14.0,S20,EA,0.77
BEV-14:S30,BEV,14.0,S30,EA,0.77
BEV-14:STD,BEV,14.0,STD,EA,0.77
BEV-14:XS,BEV,14.0,XS,EA,1.02
BEV-14:S40,BEV,14.0,S40,EA,0.91
BEV-14:S60,BEV,14.0,S60,EA,1.13
BEV-14:S80,BEV,14.0,S80,EA,1.31
BEV-14:S100,BEV,14.0,S100,EA,1.638
BEV-14:S120,BEV,14.0,S120,EA,1.916
BEV-14:S140,BEV,14.0,S140,EA,2.184
BEV-14:S160,BEV,14.0,S160,EA,2.446
BEV-14:1.5" WT,BEV,14.0,1.5" WT,EA,2.617
BEV-14:1.75" WT,BEV,14.0,1.75" WT,EA,3.062
BEV-14:2" WT,BEV,14.0,2" WT,EA,3.491
BEV-16:S5,BEV,16.0,S5,EA,0.56
BEV-16:S10,BEV,16.0,S10,EA,0.56
BEV-16:S20,BEV,16.0,S20,EA,0.86
BEV-16:S30,BEV,16.0,S30,EA,0.86
BEV-16:STD,BEV,16.0,STD,EA,0.86
BEV-16:XS,BEV,16.0,XS,EA,1.27
BEV-16:S40,BEV,16.0,S40,EA,1.27
BEV-16:S60,BEV,16.0,S60,EA,1.4
BEV-16:S80,BEV,16.0,S80,EA,1.55
BEV-16:S100,BEV,16.0,S100,EA,1.891
BEV-16:S120,BEV,16.0,S120,EA,1.96
BEV-16:S140,BEV,16.0,S140,EA,2.36
BEV-16:S160,BEV,16.0,S160,EA,2.68
BEV-16:1.75" WT,BEV,16.0,1.75" WT,EA,3.215
BEV-16:2" WT,BEV,16.0,2" WT,EA,3.665
BEV-16:2.25" WT,BEV,16.0,2.25" WT,EA,4.141
BEV-18:S5,BEV,18.0,S5,EA,0.62
BEV-18:S10,BEV,18.0,S10,EA,0.62
BEV-18:S20,BEV,18.0,S20,EA,1.11
BEV-18:S30,BEV,18.0,S30,EA,1.3
BEV-18:STD,BEV,18.0,STD,EA,1.11
BEV-18:XS,BEV,18.0,XS,EA,1.58
BEV-18:S40,BEV,18.0,S40,EA,1.58
BEV-18:S60,BEV,18.0,S60,EA,1.77
BEV-18:S80,BEV,18.0,S80,EA,2.213
BEV-18:S100,BEV,18.0,S100,EA,2.721
BEV-18:S120,BEV,18.0,S120,EA,2.62
BEV-18:S140,BEV,18.0,S140,EA,3.692
BEV-18:S160,BEV,18.0,S160,EA,4.209
BEV-18:2" WT,BEV,18.0,2" WT,EA,4.714
BEV-18:2.25" WT,BEV,18.0,2.25" WT,EA,5.326
BEV-20:S5,BEV,20.0,S5,EA,0.95
BEV-20:S10,BEV,20.0,S10,EA,0.95
BEV-20:S20,BEV,20.0,S20,EA,1.35
BEV-20:S30,BEV,20.0,S30,EA,1.77
BEV-20:STD,BEV,20.0,STD,EA,1.35
BEV-20:XS,BEV,20.0,XS,EA,1.77
BEV-20:S40,BEV,20.0,S40,EA,1.95
BEV-20:S60,BEV,20.0,S60,EA,2.15
BEV-20:S80,BEV,20.0,S80,EA,3.059
BEV-20:.875" WT,BEV,20.0,.875" WT,EA,2.731
BEV-20:S100,BEV,20.0,S100,EA,3.386
BEV-20:S120,BEV,20.0,S120,EA,3.4
BEV-20:S140,BEV,20.0,S140,EA,3.8
BEV-20:S160,BEV,20.0,S160,EA,4.24
BEV-20:2" WT,BEV,20.0,2" WT,EA,5.342
BEV-20:2.25" WT,BEV,20.0,2.25" WT,EA,6.037
BEV-22:S5,BEV,22.0,S5,EA,1.68
BEV-22:S10,BEV,22.0,S10,EA,1.69
BEV-22:S20,BEV,22.0,S20,EA,1.7
BEV-22:S30,BEV,22.0,S30,EA,2.19
BEV-22:STD,BEV,22.0,STD,EA,1.7
BEV-22:XS,BEV,22.0,XS,EA,2.19
BEV-22:S60,BEV,22.0,S60,EA,3.1
BEV-22:S80,BEV,22.0,S80,EA,3.937
BEV-22:S100,BEV,22.0,S100,EA,4.882
BEV-22:S120,BEV,22.0,S120,EA,5.712
BEV-22:S140,BEV,22.0,S140,EA,6.683
BEV-22:S160,BEV,22.0,S160,EA,7.552
BEV-22:2.25" WT,BEV,22.0,2.25" WT,EA,8.533
BEV-24:S5,BEV,24.0,S5,EA,1.21
BEV-24:S10,BEV,24.0,S10,EA,1.21
BEV-24:S20,BEV,24.0,S20,EA,2.04
BEV-24:S30,BEV,24.0,S30,EA,2.74
BEV-24:STD,BEV,24.0,STD,EA,2.04
BEV-24:XS,BEV,24.0,XS,EA,2.6
BEV-24:S40,BEV,24.0,S40,EA,2.88
BEV-24:S60,BEV,24.0,S60,EA,3.25
BEV-24:S80,BEV,24.0,S80,EA,3.62
BEV-24:S100,BEV,24.0,S100,EA,4.36
BEV-24:S120,BEV,24.0,S120,EA,5.08
BEV-24:S140,BEV,24.0,S140,EA,5.26
BEV-24:S160,BEV,24.0,S160,EA,5.46
BEV-24:2" WT,BEV,24.0,2" WT,EA,5.26
BEV-24:2.25" WT,BEV,24.0,2.25" WT,EA,9.579
BEV-26:.375" WT,BEV,26.0,.375" WT,EA,3.27
BEV-26:.500" WT,BEV,26.0,.500" WT,EA,4.31
BEV-26:.625" WT,BEV,26.0,.625" WT,EA,4.59
BEV-26:.750" WT,BEV,26.0,.750" WT,EA,4.87
BEV-26:1.00" WT,BEV,26.0,1.00" WT,EA,5.15
BEV-28:.375" WT,BEV,28.0,.375" WT,EA,3.75
BEV-28:.500" WT,BEV,28.0,.500" WT,EA,4.68
BEV-28:.625" WT,BEV,28.0,.625" WT,EA,4.96
BEV-28:.750" WT,BEV,28.0,.750" WT,EA,5.24
BEV-28:.840" WT,BEV,28.0,.840" WT,EA,5.52
BEV-28:1.00" WT,BEV,28.0,1.00" WT,EA,5.8
BEV-30:STD,BEV,30.0,STD,EA,3.3
BEV-30:S10,BEV,30.0,S10,EA,2.15
BEV-30:XS,BEV,30.0,XS,EA,5.05
BEV-30:.375" WT,BEV,30.0,.375" WT,EA,4.0
BEV-30:.500" WT,BEV,30.0,.500" WT,EA,5.05
BEV-30:.625" WT,BEV,30.0,.625" WT,EA,5.37
BEV-30:.750" WT,BEV,30.0,.750" WT,EA,5.69
BEV-30:.784" WT,BEV,30.0,.784" WT,EA,6.01
BEV-30:1.00" WT,BEV,30.0,1.00" WT,EA,6.33
BEV-32:.375" WT,BEV,32.0,.375" WT,EA,4.43
BEV-32:.500" WT,BEV,32.0,.500" WT,EA,5.39
BEV-32:.625" WT,BEV,32.0,.625" WT,EA,5.67
BEV-32:XS,BEV,32.0,XS,EA,5.39
BEV-32:.750" WT,BEV,32.0,.750" WT,EA,5.95
BEV-32:1.00" WT,BEV,32.0,1.00" WT,EA,6.23
BEV-34:.375" WT,BEV,34.0,.375" WT,EA,4.84
BEV-34:XS,BEV,34.0,XS,EA,5.95
BEV-34:.500" WT,BEV,34.0,.500" WT,EA,5.95
BEV-34:.625" WT,BEV,34.0,.625" WT,EA,6.19
BEV-34:.750" WT,BEV,34.0,.750" WT,EA,6.43
BEV-34:1.00" WT,BEV,34.0,1.00" WT,EA,6.67
BEV-36:STD,BEV,36.0,STD,EA,6.25
BEV-36:S10,BEV,36.0,S10,EA,3.2
BEV-35:XS,BEV,35.0,XS,EA,6.47
BEV-36:.375" WT,BEV,36.0,.375" WT,EA,6.25
BEV-36:.500" WT,BEV,36.0,.500" WT,EA,6.47
BEV-36:.625" WT,BEV,36.0,.625" WT,EA,6.69
BEV-36:.750" WT,BEV,36.0,.750" WT,EA,6.91
BEV-36:.940" WT,BEV,36.0,.940" WT,EA,7.13
BEV-36:1.00" WT,BEV,36.0,1.00" WT,EA,7.35
BEV-38:.375" WT,BEV,38.0,.375" WT,EA,6.1
BEV-38:.500" WT,BEV,38.0,.500" WT,EA,7.17
BEV-38:.625" WT,BEV,38.0,.625" WT,EA,7.32
BEV-38:.750" WT,BEV,38.0,.750" WT,EA,7.47
BEV-38:1.00" WT,BEV,38.0,1.00" WT,EA,7.77
BEV-40:.375" WT,BEV,40.0,.375" WT,EA,6.8
BEV-40:.500" WT,BEV,40.0,.500" WT,EA,7.85
BEV-40:.625" WT,BEV,40.0,.625" WT,EA,8.015
BEV-40:.750" WT,BEV,40.0,.750" WT,EA,8.18
BEV-40:1.00" WT,BEV,40.0,1.00" WT,EA,8.51
BEV-42:.375" WT,BEV,42.0,.375" WT,EA,7.59
BEV-42:.500" WT,BEV,42.0,.500" WT,EA,8.66
BEV-42:.625" WT,BEV,42.0,.625" WT,EA,8.81
BEV-42:.750" WT,BEV,42.0,.750" WT,EA,8.96
BEV-42:1.00" WT,BEV,42.0,1.00" WT,EA,9.11
BEV-44:STD,BEV,44.0,STD,EA,8.59
BEV-44:.375" WT,BEV,44.0,.375" WT,EA,8.59
BEV-44:.500" WT,BEV,44.0,.500" WT,EA,9.48
BEV-44:XS,BEV,44.0,XS,EA,9.48
BEV-44:.625" WT,BEV,44.0,.625" WT,EA,9.685
BEV-44:.750" WT,BEV,44.0,.750" WT,EA,9.89
BEV-44:1.00" WT,BEV,44.0,1.00" WT,EA,10.3
BEV-46:STD,BEV,46.0,STD,EA,9.63
BEV-46:.375" WT,BEV,46.0,.375" WT,EA,9.63
BEV-46:XS,BEV,46.0,XS,EA,10.41
BEV-46:.500" WT,BEV,46.0,.500" WT,EA,10.41
BEV-46:.625" WT,BEV,46.0,.625" WT,EA,10.65
BEV-46:.750" WT,BEV,46.0,.750" WT,EA,10.89
BEV-46:1.00" WT,BEV,46.0,1.00" WT,EA,11.37
BEV-48:.375" WT,BEV,48.0,.375" WT,EA,10.89
BEV-48:.500" WT,BEV,48.0,.500" WT,EA,11.45
BEV-48:.625" WT,BEV,48.0,.625" WT,EA,11.635
BEV-48:.750" WT,BEV,48.0,.750" WT,EA,11.82
BEV-48:1.00" WT,BEV,48.0,1.00" WT,EA,12.19
BEV-54:.375" WT,BEV,54.0,.375" WT,EA,12.25
BEV-54:.500" WT,BEV,54.0,.500" WT,EA,12.87
BEV-54:XS,BEV,54.0,XS,EA,12.87
BEV-54:.625" WT,BEV,54.0,.625" WT,EA,13.09
BEV-54:.750" WT,BEV,54.0,.750" WT,EA,13.31
BEV-54:1.00" WT,BEV,54.0,1.00" WT,EA,13.75
BEV-60:.375" WT,BEV,60.0,.375" WT,EA,13.62
BEV-60:.500" WT,BEV,60.0,.500" WT,EA,14.31
BEV-60:XS,BEV,60.0,XS,EA,14.31
BEV-60:.625" WT,BEV,60.0,.625" WT,EA,14.55
BEV-60:.750" WT,BEV,60.0,.750" WT,EA,14.79
BEV-60:1.00" WT,BEV,60.0,1.00" WT,EA,15.27
BEV-66:STD,BEV,66.0,STD,EA,14.79
BEV-84:STD,BEV,84.0,STD,EA,16.0
BEV-1.5:DR11,BEV,1.5,DR11,EA,0.0
BEV-2:DR11,BEV,2.0,DR11,EA,0.0
BEV-3:DR11,BEV,3.0,DR11,EA,0.0
BEV-4:DR11,BEV,4.0,DR11,EA,0.0
BEV-6:DR11,BEV,6.0,DR11,EA,0.0
BEV-8:DR11,BEV,8.0,DR11,EA,0.0
BEV-10:DR11,BEV,10.0,DR11,EA,0.0
BEV-12:DR11,BEV,12.0,DR11,EA,0.0
BEV-14:DR11,BEV,14.0,DR11,EA,0.0
BEV-16:DR11,BEV,16.0,DR11,EA,0.0
BEV-18:DR11,BEV,18.0,DR11,EA,0.0
BEV-20:DR11,BEV,20.0,DR11,EA,0.0
BEV-24:DR11,BEV,24.0,DR11,EA,0.0
BEV-30:DR11,BEV,30.0,DR11,EA,0.0
BEV-26:.875" WT,BEV,26.0,.875" WT,EA,4.97
BEV-28:S40,BEV,28.0,S40,EA,5.24
BEV-30:S40,BEV,30.0,S40,EA,5.05
BEV-30:.875" WT,BEV,30.0,.875" WT,EA,6.0
BEV-32:STD,BEV,32.0,STD,EA,3.3
BEV-34:STD,BEV,34.0,STD,EA,4.84
BEV-36:S40,BEV,36.0,S40,EA,6.91
BEV-40:STD,BEV,40.0,STD,EA,6.8
BEV-40:S40,BEV,40.0,S40,EA,7.85
BEV-40:XS,BEV,40.0,XS,EA,7.85
BEV-52:XS,BEV,52.0,XS,EA,12.25
BEV-54:STD,BEV,54.0,STD,EA,12.25
BEV-60:STD,BEV,60.0,STD,EA,13.62
BEV-84:.750" WT,BEV,84.0,.750" WT,EA,16.0
BEV-28:STD,BEV,28.0,STD,EA,3.75
BEV-28:XS,BEV,28.0,XS,EA,4.2
BEV-36:XS,BEV,36.0,XS,EA,6.47
BEV-42:S40,BEV,42.0,S40,EA,7.59
BEV-42:STD,BEV,42.0,STD,EA,7.59
BEV-42:XS,BEV,42.0,XS,EA,8.66
BEV-48:STD,BEV,48.0,STD,EA,10.89
BEV-48:XS,BEV,48.0,XS,EA,11.45
BEV-72:STD,BEV,72.0,STD,EA,16.344
BEV-72:XS,BEV,72.0,XS,EA,17.172
BEV-72:.750" WT,BEV,72.0,.750" WT,EA,22.324
BEV-26:STD,BEV,26.0,STD,EA,3.27
BU-0.125:150,BU,0.125,150,EA,0.7
BU-0.125:300,BU,0.125,300,EA,0.8
BU-0.125:600,BU,0.125,600,EA,0.9
BU-0.125:900,BU,0.125,900,EA,1.0
BU-0.125:1500,BU,0.125,1500,EA,1.2
BU-0.125:2500,BU,0.125,2500,EA,1.6
BU-0.375:150,BU,0.375,150,EA,0.7
BU-0.375:300,BU,0.375,300,EA,0.8
BU-0.375:600,BU,0.375,600,EA,0.9
BU-0.375:900,BU,0.375,900,EA,1.0
BU-0.375:1500,BU,0.375,1500,EA,1.2
BU-0.375:2500,BU,0.375,2500,EA,1.6
BU-0.5:150,BU,0.5,150,EA,0.7
BU-0.5:300,BU,0.5,300,EA,0.8
BU-0.5:600,BU,0.5,600,EA,0.9
BU-0.5:900,BU,0.5,900,EA,1.0
BU-0.5:1500,BU,0.5,1500,EA,1.2
BU-0.5:2500,BU,0.5,2500,EA,1.6
BU-0.75:150,BU,0.75,150,EA,0.7
BU-0.75:300,BU,0.75,300,EA,0.8
BU-0.75:600,BU,0.75,600,EA,0.9
BU-0.75:900,BU,0.75,900,EA,1.0
BU-0.75:1500,BU,0.75,1500,EA,1.2
BU-0.75:2500,BU,0.75,2500,EA,1.6
BU-1:150,BU,1.0,150,EA,0.7
BU-1:300,BU,1.0,300,EA,0.8
BU-1:600,BU,1.0,600,EA,0.9
BU-1:900,BU,1.0,900,EA,1.0
BU-1:1500,BU,1.0,1500,EA,1.2
BU-1:2500,BU,1.0,2500,EA,1.6
BU-1.25:150,BU,1.25,150,EA,0.7
BU-1.25:300,BU,1.25,300,EA,0.8
BU-1.25:600,BU,1.25,600,EA,0.9
BU-1.25:900,BU,1.25,900,EA,1.0
BU-1.25:1500,BU,1.25,1500,EA,1.2
BU-1.25:2500,BU,1.25,2500,EA,1.6
BU-1.5:150,BU,1.5,150,EA,0.7
BU-1.5:300,BU,1.5,300,EA,0.8
BU-1.5:600,BU,1.5,600,EA,0.9
BU-1.5:900,BU,1.5,900,EA,1.0
BU-1.5:1500,BU,1.5,1500,EA,3.5999999999999996
BU-1.5:2500,BU,1.5,2500,EA,4.199999999999999
BU-2:150,BU,2.0,150,EA,0.7
BU-2:300,BU,2.0,300,EA,0.8
BU-2:600,BU,2.0,600,EA,0.9
BU-2:900,BU,2.0,900,EA,1.0
BU-2:1500,BU,2.0,1500,EA,4.199999999999999
BU-2:2500,BU,2.0,2500,EA,4.800000000000001
BU-2.5:150,BU,2.5,150,EA,0.8
BU-2.5:300,BU,2.5,300,EA,0.9
BU-2.5:600,BU,2.5,600,EA,1.0
BU-2.5:900,BU,2.5,900,EA,9.3
BU-2.5:1500,BU,2.5,1500,EA,4.5
BU-2.5:2500,BU,2.5,2500,EA,5.1
BU-3:150,BU,3.0,150,EA,0.8
BU-3:300,BU,3.0,300,EA,0.9
BU-3:600,BU,3.0,600,EA,1.0
BU-3:900,BU,3.0,900,EA,10.2
BU-3:1500,BU,3.0,1500,EA,6.300000000000001
BU-3:2500,BU,3.0,2500,EA,7.199999999999999
BU-3.5:150,BU,3.5,150,EA,1.0
BU-3.5:300,BU,3.5,300,EA,1.2
BU-3.5:600,BU,3.5,600,EA,1.3
BU-3.5:900,BU,3.5,900,EA,14.700000000000001
BU-3.5:1500,BU,3.5,1500,EA,7.5
BU-3.5:2500,BU,3.5,2500,EA,8.100000000000001
BU-4:150,BU,4.0,150,EA,1.2
BU-4:300,BU,4.0,300,EA,1.4
BU-4:600,BU,4.0,600,EA,1.5
BU-4:900,BU,4.0,900,EA,13.799999999999999
BU-4:1500,BU,4.0,1500,EA,18.299999999999997
BU-4:2500,BU,4.0,2500,EA,10.2
BU-5:150,BU,5.0,150,EA,1.4
BU-5:300,BU,5.0,300,EA,1.6
BU-5:600,BU,5.0,600,EA,1.7
BU-5:900,BU,5.0,900,EA,17.4
BU-5:1500,BU,5.0,1500,EA,23.1
BU-5:2500,BU,5.0,2500,EA,11.399999999999999
BU-6:150,BU,6.0,150,EA,1.5
BU-6:300,BU,6.0,300,EA,1.7
BU-6:600,BU,6.0,600,EA,15.899999999999999
BU-6:900,BU,6.0,900,EA,19.5
BU-6:1500,BU,6.0,1500,EA,13.200000000000001
BU-6:2500,BU,6.0,2500,EA,14.700000000000001
BU-8:150,BU,8.0,150,EA,2.1
BU-8:300,BU,8.0,300,EA,2.4
BU-8:600,BU,8.0,600,EA,22.200000000000003
BU-8:900,BU,8.0,900,EA,14.399999999999999
BU-8:1500,BU,8.0,1500,EA,16.200000000000003
BU-8:2500,BU,8.0,2500,EA,17.4
BU-9:150,BU,9.0,150,EA,2.5
BU-10:150,BU,10.0,150,EA,2.7
BU-10:300,BU,10.0,300,EA,16.5
BU-10:600,BU,10.0,600,EA,18.6
BU-10:900,BU,10.0,900,EA,19.799999999999997
BU-10:1500,BU,10.0,1500,EA,22.799999999999997
BU-10:2500,BU,10.0,2500,EA,27.900000000000002
BU-12:150,BU,12.0,150,EA,3.4
